Date,price,trend_rsi,mom_moms,trend_stok,trend_stod,volume_obv,trend_sma,trend_p2sma,trend_ema,trend_p2ema,trend_macd,vol_bbl,vol_bbh,vol_bbp,mom_mfi,mom_tsi,mom_kama,trend_vi,trend_trix,trend_mi,trend_cci,trend_dpo,trend_kst,trend_ichimoku,trend_sar,vol_atr,vol_kc,vol_dc_hband,vol_dc_lband,volume_adi,volume_cmf,volume_vpt,volume_nvi
2020-01-02,300.35,34.24209838580154,-0.040077982677618196,0.1495135688684086,0.09028844512715528,-71283589.0,306.01,0.98150387242247,304.25335789490197,0.9928497438721277,-3.395546473031345,173.93345488321972,431.52940225963744,0.49075517842697797,41.6607328211177,-72.52055307540452,301.8175212541649,-0.4320095867969179,-0.17729555566652982,12.098188643067086,-76.02706381354822,4.319999999999993,796.1821888079859,305.15999999999997,311.27247726823424,6.3121599999999995,305.54053,317.57,292.75,47482603.081097096,0.16555870650845772,43326.85232459952,986.4803793902971
2019-12-31,293.65,22.221282769094543,-0.05681891180060383,0.0,0.04983785628946954,-96531214.0,304.241,0.965188781262223,302.3254746412834,0.9778643209029801,-3.976828948533978,171.5505977403626,429.1465451167803,0.47399581982249495,42.482479391988534,-70.832934369369,300.8290240640098,-0.49869781368284405,-0.2135983624962574,13.120426997874981,-118.06623918915602,5.38900000000001,789.6259364591957,303.41999999999996,309.7906790867755,6.763944000000004,303.5558633333333,317.57,289.52,72366079.64359674,0.2780174200247328,-230278.99503070733,964.4746575926775
2019-12-30,291.52,19.554026520297427,-0.0676730203402841,0.0,0.04983785628946954,-132590828.0,302.125,0.9648986346710798,300.36084288832274,0.97791714926946,-4.470601592659477,168.9634548832197,426.5594022596374,0.475770470634353,30.646263363368803,-69.89962762583171,299.3655382912876,-0.6203742260698057,-0.25203358106023793,14.221180284333483,-121.15426248361152,1.0649999999999977,780.3864959688286,300.17,307.76361117809796,6.930549599999997,301.1228633333334,317.07,285.22,97129910.94480136,0.4566714771439686,-824766.1550497946,964.4746575926775
2019-12-27,289.8,17.482893696764748,-0.0856890459363957,0.0,0.0,-169183764.0,299.409,0.9679067763494084,298.4406896359004,0.9789640210162004,-4.843200424919075,167.0505977403626,424.6465451167803,0.47651915144560547,31.45458014251342,-69.44595918792528,296.7681806518249,-0.5428167932651444,-0.2902949596983226,15.313656842800945,-102.54377530180655,-1.0190000000000055,769.3840605462185,299.61,305.0583778367262,6.8224946399999995,298.6798633333334,312.67,285.22,81554456.13454495,0.3157209598254374,-477461.9435466323,964.4746575926775
2019-12-26,289.91,18.160456202391728,-0.06580092159958739,0.005547150781644666,0.0018490502605482222,-145849760.0,297.367,0.9749232429960285,296.88965515664574,0.9844212248706112,-4.911116318390555,165.839169168934,423.4351165453517,0.48164900144863226,32.825452263226865,-69.01167610392797,295.1604693117479,-0.5711872697974231,-0.3233748110521395,16.37942627940047,-111.06586579778453,2.4329999999999927,756.8785354054348,297.852475,302.67777249631905,6.668245176000002,296.45786333333336,310.43,284.7,104269755.48302987,0.40352837179832046,-207045.40185160714,964.8407452818949
2019-12-24,284.27,11.990526429938328,-0.08190420824855482,0.0,0.0018490502605482222,-157969474.0,294.831,0.9641794790914116,294.59517240089195,0.9737243509618465,-5.449557771867319,163.62059774036254,421.21654511678025,0.4683668492786335,36.49949442969175,-69.4736699133052,292.3222851795868,-0.5850758950131683,-0.35998291822596834,17.322257731592728,-129.12233359203017,2.5989999999999895,741.2932380289325,296.07735,300.1608843468344,6.7004506584000065,293.98518666666666,304.4399,282.9197,108761978.5628654,0.3705948631554549,-226923.77723049646,946.0704310347495
2019-12-23,284.0,11.756816037139217,-0.06329364424948047,0.0,0.0018490502605482222,-182647357.0,292.912,0.9695744797072159,292.6687774189116,0.9794599549292222,-5.649392790898332,161.70202631179114,419.29797368820886,0.4747666837688959,37.80557936488027,-69.86619105089204,290.4352671284449,-0.533115182423988,-0.3939880216048248,18.24710125517918,-124.67534844902728,7.438000000000045,723.0988930076794,294.72925,297.4022948513409,6.420055592560007,292.1131066666667,300.9,280.3735,130256850.72834975,0.38065575781291777,-259219.79857123332,946.0704310347495
2019-12-20,279.44,8.383725052441633,-0.06350749019739266,0.0,0.0,-251680100.0,291.017,0.9602188188318895,290.26354516092766,0.9725511924767513,-6.122972460238543,158.71488345464826,416.31083083106597,0.4686607758193475,33.41588856215881,-70.78180890574316,287.95934194585845,-0.5385008388944252,-0.4304702946246121,19.169542296088753,-130.93748753868974,2.6329999999999814,701.9240231719901,293.8225,294.33711177809954,6.322050033304006,290.24244,300.6,278.56,90930129.16600259,0.25246680066018584,-1131852.1406243609,946.0704310347495
2019-12-19,280.02,12.29549720464702,-0.06597731821214148,0.027737924438067114,0.009245974812689038,-227053153.0,289.039,0.9687965983829172,288.40108240439537,0.9808053188694018,-6.159033496635061,156.76774059750545,414.36368797392316,0.47847126733864903,34.10739432004219,-71.05346752805633,285.9294185961987,-0.5058456315198633,-0.46175469728139745,20.0284742777996,-119.1023123688935,2.4809999999999945,677.6512723707706,293.8225,291.1816894224796,5.9128450299736075,288.4971066666667,300.6,278.56,89936216.50680941,0.16540037350861125,-1057297.8645928092,948.0340756453999
2019-12-18,279.74,11.993347922336355,-0.05947617926907167,0.014347202295552895,0.014028375577873337,-256077840.0,287.27,0.9737877258328402,286.82634014905074,0.9847917294043022,-6.009838720404957,155.08488345464832,412.68083083106603,0.4839172270175379,32.06822953447775,-71.30542061199877,284.43034693375847,-0.5782612956973433,-0.4855380742858369,20.86659242089593,-107.05654350926518,2.5300000000000296,651.3314142467368,292.16499999999996,288.6573515379837,5.599560526976244,286.70544,300.6,278.56,73857792.7729967,0.1816521963705449,22092.578070766394,948.0340756453999
2019-12-17,280.41,17.89421936668552,-0.06638921258531716,0.06826178747361215,0.03678230473574406,-227502042.0,285.276,0.9829428343078283,285.6597328492233,0.9903317307485073,-5.634367491841829,153.74345488321973,411.33940225963744,0.4917256905897127,30.43215112770831,-70.98894663850547,283.0099731804815,-0.5886998873791522,-0.4991317066389626,21.7017267269353,-95.94763215909639,4.6340000000000146,621.621772603034,292.16499999999996,286.63788123038694,5.336604474278618,284.86677333333336,293.97,278.56,76263162.97501747,0.09305305165836782,39418.74108782786,950.3046941864824
2019-12-16,279.86,16.76630512278045,-0.04696066746126326,0.034768211920531165,0.03912573389656541,-259583147.0,283.89700000000005,0.9857800540336811,284.6052359675463,0.991266610199931,-5.266665610214488,152.30774059750541,409.9036879739231,0.4951640765376874,29.896082867874995,-70.80378839665804,281.9956362434938,-0.5333831129606,-0.50422856305951,22.572788722748484,-94.46413071041992,0.3729999999999336,589.0584374331161,291.375,285.0223049843095,5.183944026850756,283.55944,293.97,276.98,92682626.16399375,0.06426735886489626,5517.037972538608,950.3046941864824
2019-12-13,275.15,10.101776171350096,-0.05615395170142701,0.0,0.034343333131381104,-293015953.0,282.26,0.9748104584425706,282.8861021552651,0.9808159143301401,-5.401603866816174,151.00488345464828,408.600830831066,0.48193738220555904,30.33523251622711,-71.29215754239316,279.68584670411093,-0.587834808455521,-0.5108223657861048,23.495261237117795,-121.27753730468797,1.740000000000009,553.8806759896806,287.3525,283.41384398744765,5.55854962416568,281.9577733333333,293.97,270.93,123820273.85735707,0.0851370977554683,-625593.2095891242,950.3046941864824
2019-12-12,271.46,7.316858390238991,-0.06328502415458948,0.0,0.011589403973510388,-327452995.0,280.426,0.9680272157360587,280.808629036126,0.9755490704941382,-5.739760271380135,149.2134548832197,406.8094022596374,0.47456703555256186,18.56622921241791,-72.170348204675,276.8331350578957,-0.7745684447262323,-0.5223244572455988,24.489068033627298,-134.2035154722826,-0.98599999999999,515.6335951938258,284.2755,280.9170751899581,5.785594661749107,279.93947000000003,289.98,267.321,143797294.67130592,0.19991743098250087,-1024499.475763194,950.3046941864824
2019-12-11,270.77,6.883171656719497,-0.0660204891173124,0.0,0.0,-347176386.0,278.512,0.9722022749468604,278.98342375683035,0.9796651495051993,-5.848736591967338,147.97488345464825,405.57083083106596,0.4766966165267914,18.869377395129035,-72.9573157528928,274.67143965684267,-0.6631016937105683,-0.5341174036954539,25.425219257962738,-124.9366858515964,1.5079999999999814,476.4520310264169,284.1155,278.1978601519665,5.503035195574194,278.13213666666667,284.89,267.321,158513978.7251515,0.17627092013406115,-511963.71442504966,947.8891993106677
2019-12-10,268.48,5.549022117323332,-0.055545783937805515,0.0,0.0,-369808769.0,276.933,0.969476371541131,277.07371034649753,0.9783801333666072,-5.991779980616741,146.32631202607683,403.92225940249455,0.4742065596064034,18.307439770811712,-73.87706872274526,272.55720285360337,-0.6233064877446433,-0.5468186381182212,25.39040257404263,-129.09686089799067,2.8070000000000164,437.7475228391234,282.985,276.0224881215732,5.443731676016771,276.5431466666667,284.25,265.86,164051117.55888093,0.17373148469979013,-241543.394761182,947.8891993106677
2019-12-09,266.92,4.777947242602565,-0.0601408450704225,0.0,0.0,-401991414.0,275.225,0.9698246888909074,275.2275811925889,0.9793806988803317,-6.067032183884976,144.4948834546483,402.090830831066,0.47526025852594395,17.975295376906786,-74.8066252011645,270.59633375054625,-0.5351630400636663,-0.5591600635635525,25.341103090680786,-123.88073804010732,5.185000000000002,399.7025947742657,282.3225,273.98999049725853,5.488358508415092,275.01003000000003,282.65,264.91,153833537.56736985,0.07237672947253578,-378407.1579499304,947.8891993106677
2019-12-06,270.71,32.59163962486923,-0.03124105353564277,0.2809488510007384,0.09364961700024614,-375443921.0,274.352,0.9867250831049164,274.40620279393636,0.9949567381686433,-5.471545043213155,143.109169168934,400.7051165453517,0.4953526331864472,30.018528668875547,-72.42166033102401,270.6097832402063,-0.4214361163206799,-0.5593474074117681,25.226337832897,-99.44996760822494,5.508000000000038,362.8456683405934,282.3225,272.17399239780684,5.347522657573581,273.95536333333337,281.9,264.91,176219531.66466683,0.3010947846302855,189951.24915785063,961.3482884212154
2019-12-05,265.58,21.97349596886893,-0.051567745161059886,0.0,0.09364961700024614,-394105264.0,272.908,0.9731484602869831,272.80143864958427,0.9819688792672555,-5.500593567002738,141.06916916893397,398.6651165453517,0.48335710285504546,30.794624130176246,-71.22007113748563,269.6504112216977,-0.4858167590479301,-0.5602739725298208,25.03639115124901,-129.4070434361557,2.241999999999962,326.7694202063293,281.075,270.8,5.610770391816219,272.4236966666667,281.9,262.73,191219471.92416045,0.36524966750330484,23312.55714219343,943.1305767755399
2019-12-04,261.74,16.927926528729728,-0.06434546364481308,0.0,0.09364961700024614,-410915652.0,271.10800000000006,0.9654455051123536,270.7902679860235,0.9756316584441654,-5.7841219885658575,139.1534548832197,396.7494022596374,0.4758869320938813,21.085399556563004,-70.80393578350865,267.92418241852545,-0.5685692696142581,-0.5664569944143004,24.8438295217683,-134.72549015346448,0.3519999999999186,292.93411001057115,278.70500000000004,271.0,5.539693352634595,270.5893633333334,281.77,260.68,187959662.8443126,0.4304360145445449,-596695.6433159494,929.4939271226367
2019-12-03,259.45,14.500967512839523,-0.0747476908812098,0.0,0.0,-440292920.0,269.012,0.9644551172438404,268.7284010794737,0.9751171016243919,-6.042778062963009,137.4377405975054,395.0336879739231,0.4736575270114848,10.009184476483682,-70.78636874715602,265.7481340596591,-0.6392428488341351,-0.5767538939505388,24.686362581977775,-142.96173477487392,1.7579999999999814,261.3651079444762,274.5775,268.936,5.530724017371134,268.39903,280.79,256.29,215886201.56036225,0.525123962909682,-500085.8983012964,929.4939271226367
2019-12-02,264.16,37.15191321557993,-0.05609947831058382,0.30000000000000254,0.10000000000000085,-416599370.0,267.44199999999995,0.9877281803157323,267.8977827013876,0.994604691537093,-5.4599785758890675,136.49345488321973,394.08940225963744,0.4956077392406518,19.526550826358772,-67.21557328582428,265.5495401975532,-0.4119619627727652,-0.5753527224250774,24.51132523874612,-80.52161075146388,1.0380000000000678,232.22670545215,272.39495,256.29,5.857651615634022,267.0066966666667,275.3,256.29,199201993.43536258,0.4136701622819931,173101.8152119328,946.3677617603229
2019-11-29,267.25,48.163471792516404,-0.028711611848082796,0.6494587843463795,0.316486261448794,-404945007.0,266.652,1.002242623344284,267.78000402840803,1.0046719900016343,-4.538659623428032,136.3177405975054,393.9136879739231,0.5082854009778616,26.35961927218537,-62.25470326073121,265.6300361455059,-0.2657179681844668,-0.5577351871416084,24.35993052296925,-60.27164609589171,0.2680000000000291,205.97244131078446,271.14500000000004,256.29,5.655886454070616,266.3323633333334,272.5599,256.29,202531811.43536267,0.3339198299816002,566454.0559982518,957.4378570958747
2019-11-27,267.84,50.19972679916494,-0.013335298018124275,0.7411660777385152,0.5635416206949657,-388558885.0,266.29,1.0058207217694992,267.7909123868793,1.0051585955545783,-3.7196803168807833,136.44916916893402,394.04511654535173,0.5100655975735062,28.608514465474485,-58.011435137707636,265.674862630241,-0.18086441336441283,-0.5280929233066882,24.118092237066357,-54.64267758701923,4.419999999999959,182.66469359779103,271.045,256.5292,5.3572978086635565,265.992,271.1,256.29,217199538.61888275,0.337219641554091,172501.5611756703,957.4378570958747
2019-11-26,264.29,38.94822596671949,-0.023931750193891377,0.4298401420959179,0.6068216680602708,-414893767.0,265.642,0.9949104433786827,267.15438286199213,0.9938645082677523,-3.477521090395726,135.53202631179113,393.12797368820884,0.4998447180539626,27.81933383465666,-55.34178763809414,265.6243213350923,-0.23505384329743684,-0.49882728729275083,24.023196082052902,-71.62339638205482,-0.06200000000001182,160.48092633464947,271.045,256.763616,5.355568027797199,265.44466666666665,271.0,256.29,211096175.40858245,0.23444843155638628,-312872.1467090861,957.4378570958747
2019-11-25,266.37,47.39215831707642,-0.007859058402860608,0.6145648312611032,0.5951903503651788,-393864250.0,265.431,1.0035376425511715,267.0117677961754,1.0012642397971807,-2.961533556833899,135.64488345464832,393.24083083106603,0.5074812623287382,37.49768350550319,-51.88413745676858,265.63269919565903,-0.1832797427652726,-0.4648763638996609,23.948814942285107,-62.82979282526703,-3.690999999999974,139.4550645602707,271.045,256.99334368,5.212011225017481,265.142,271.0,256.29,231374638.2300111,0.3023363348575872,-183542.00989420214,964.973029606221
2019-11-22,261.78,34.516428924620016,-0.019256706129177403,0.20692717584369325,0.4171107164002381,-410195513.0,264.91700000000003,0.9881585553211003,266.0605372877798,0.9879599607553498,-3.062923874790954,135.65059774036257,393.2465451167803,0.4896404758857796,40.46825714773286,-50.12386339254087,265.5383781637558,-0.2744239192534753,-0.43846163842307756,23.862324788913096,-93.50359664972589,-5.467000000000041,119.0410962628586,268.7,257.2184768064,5.243810102515735,264.581,271.0,256.29,228164219.00778866,0.3593871830245773,-115909.63993305518,948.3449325761779
2019-11-21,262.01,35.58818563604278,-0.032137711942669234,0.3051251489868899,0.3755390520305621,-379846735.0,264.04699999999997,0.992285464330214,265.32407596272895,0.991597518876992,-2.999896785636679,136.0163120260769,393.6122594024946,0.4891136264260092,41.3311861997988,-48.602817615535656,265.3375756862619,-0.3089454687347565,-0.41545486050291,23.683481109972313,-82.40444241404099,0.11300000000005639,99.4391073090473,268.7,257.439107270272,5.001929092264161,263.85383333333334,268.25,256.29,215648705.24849635,0.18719862530293419,-254750.49149000965,948.3449325761779
2019-11-20,263.19,41.58339704076459,-0.008999171624369251,0.4457687723480352,0.31927369905953945,-353236816.0,263.808,0.9976573871906842,264.93606215132365,0.9970445828571716,-2.7212659514984807,135.8777405975054,393.4736879739231,0.494232384861462,52.01816425514944,-46.6497579843093,265.30688201996384,-0.15680787613873037,-0.3913106752981975,23.635914128921613,-67.98168191823227,3.4420000000000073,81.07790810738499,268.7,257.6553251248666,5.07003618303775,263.70293333333336,268.25,256.29,215166420.951998,0.1095588882123066,146506.0729850561,952.6159413943142
2019-11-19,266.29,55.024736469512455,0.01738366317719886,0.8152562574493496,0.5220500595947583,-334167219.0,264.263,1.0076703889685656,265.1822326692648,1.0065768016944407,-2.0877803775920256,135.74059774036255,393.33654511678026,0.5067991309229306,60.13864539259967,-43.16186625793838,265.336081419832,0.07904149954980844,-0.35949108122436374,23.55468982749488,-13.555601045230713,3.576999999999998,63.75534303653275,268.73,257.86721862236925,5.044032564733976,264.16802,268.25,256.29,209223353.328235,0.09628757011090519,344454.075909584,963.8363882894181
2019-11-18,267.1,58.10337559377027,0.029485449990364287,0.8778877887788858,0.7129709395254235,-312466322.0,265.028,1.0078180418672744,265.53091763848937,1.0072115752648132,-1.5119220752997649,135.63488345464827,393.230830831066,0.5103539783304334,62.07185802987451,-39.87018425018357,265.4525983214156,0.17160753357072356,-0.3222157859778839,23.58452644976843,-8.534089685434434,-0.7379999999999995,47.40626001758757,267.395,258.0748742499219,4.859629308260577,264.95102,268.25,260.4,226448440.3219852,0.049551012677561714,290622.16329872666,963.8363882894181
2019-11-15,265.76,51.039237216998714,0.006056935190793311,0.6567656765676595,0.783303240931965,-337559988.0,265.188,1.0021569603451137,265.57256897694583,1.0016180380476765,-1.2435501096331336,135.8448834546483,393.440830831066,0.5043368029214775,50.60883592395151,-37.5548894970024,265.45641152676114,-0.069437816168751,-0.28615906087581194,23.605884189486595,-27.282501209141426,1.1820000000000164,31.573307362021865,267.235,258.27837676492345,4.782666377434523,264.90735333333333,268.0,260.4,251179742.91404328,0.24225387194042297,-59881.38525713619,963.8363882894181
2019-11-14,262.64,37.919606137168444,-0.01724976613657625,0.1419141914191441,0.5588558855885631,-359955544.0,264.727,0.9921164067133311,265.03937461750115,0.9923750140237954,-1.3916566616287582,135.31202631179116,392.90797368820887,0.49429338848311943,43.0201507421077,-36.536369224787016,265.34450334420376,-0.16583588957055095,-0.25910331092134414,23.614375700093273,-61.75017802325862,-2.9470000000000027,15.840289642305082,266.83500000000004,258.477809229625,4.670399739691067,264.52302,268.0,260.4,237484618.7413809,0.15513882265277487,-388813.0384100585,952.5210303293677
2019-11-13,264.47,47.579367093239036,-0.012582138590202963,0.5056390977443664,0.43477298857705665,-334137951.0,264.39,1.0003025833049664,264.9358519597737,0.9994671036864182,-1.2280373650382899,135.69631202607684,393.29225940249455,0.49990572167562025,52.308062276156576,-34.61287407651496,265.3228176475403,-0.1739618406285085,-0.23374716745372154,23.722757913499894,-49.607219664619194,-2.3799999999999955,0.5322008165079303,266.64750000000004,258.6732530450325,4.574359765721958,264.1626866666667,268.0,260.4,258987681.37480482,0.17802516001344174,-83032.37541059131,952.5210303293677
2019-11-12,261.96,37.736055641474394,-0.008816073252866374,0.033834586466166376,0.22712929187655895,-355985177.0,264.15700000000004,0.991682976411755,264.39478796708755,0.9924672445598385,-1.3735835767531626,135.68916916893397,393.2851165453517,0.49018950848069825,53.38267988097974,-33.79556315227429,265.26422301288056,-0.14519986334130464,-0.21572872172058052,23.788770101096347,-88.47445127470607,-0.9670000000000414,-14.410379007860083,266.64750000000004,258.86478798413185,4.471923789149764,263.88668666666666,268.0,260.4,261441113.17159536,0.2186590536087988,-27455.454936953,943.4809585400277
2019-11-11,262.2,39.205901142523075,-0.015654916094154814,0.07894736842105488,0.20614035087719587,-335477718.0,263.74,0.9941609160536892,263.99573560943526,0.9950241458845176,-1.3944024951427423,135.54774059750542,393.14368797392314,0.4916702327518421,44.36772144346875,-32.98852135756823,265.14527819939076,-0.19903995345228764,-0.2015039068353515,23.932448236595608,-103.75304768459758,2.5500000000000114,-26.817891529884136,266.085,268.25,4.4437314102347925,263.47402,268.0,258.28,279305606.0952227,0.20864774581018758,-188556.69224882987,944.3453478744666
2019-11-08,260.14,31.423756288445574,-0.0062648025059209855,0.0,0.03759398496240709,-352998213.0,263.57599999999996,0.9869639117370322,263.2946927713561,0.9903741942682552,-1.6017880422578514,134.669169168934,392.2651165453517,0.4870838695599469,44.176034103812924,-32.96343289622728,265.0674982939773,-0.1638745495276116,-0.194026744943109,24.060335735998372,-141.6695654424134,3.5240000000000578,-36.75900641687657,265.4825,268.0506,4.534358269211309,263.19502,268.0,256.85,293897884.6606822,0.2846707723067756,-118863.15919718679,936.9260060871997
2019-11-07,259.43,28.998978867100547,-0.009846952406396658,0.0,0.02631578947368496,-376733296.0,263.31800000000004,0.9852345832795326,262.5920213583822,0.9907247866355033,-1.7660290464741024,133.5734548832197,391.1694022596374,0.48858123118245206,42.463680745012255,-33.165479812531665,264.9295254786868,-0.16611911172590854,-0.1913714853164186,24.084145767479445,-127.56554318847283,2.4419999999999504,-44.636266784512145,264.11,267.602576,4.304922442290179,262.88485333333335,268.0,256.85,298136292.33925337,0.36775974052584026,-202431.6389954767,936.9260060871997
2019-11-06,256.4788,20.83235412477066,-0.02549944906721391,0.0,0.0,-395699420.0,262.64688,0.9765156928572689,261.4805265659491,0.9845113878853725,-2.1582247309989384,132.24756916893398,389.8435165453517,0.48227168205224286,31.73635778480441,-34.0269910185844,264.3913179956954,-0.3187443715425182,-0.19541255722790263,23.997358385725754,-173.91658952310578,-0.08300000000002683,-50.75212965508494,262.679975,267.17247296,4.280930198061161,262.2322533333333,268.0,255.365,312639798.9274887,0.44990406245130776,-224884.27160145086,929.0168670002361
2019-11-05,256.3691,20.569184878019087,-0.03725599909872701,0.0,0.0,-415673847.0,261.65479,0.979798993933954,260.5511762812311,0.9880200734396922,-2.354009434906743,131.35172631179114,388.94767368820885,0.4853235268702597,31.80172496011984,-34.77195878170723,263.02233774763704,-0.49109533750869894,-0.2019105482704392,23.930788519724064,-138.25436402314594,2.663000000000011,-55.27026001971424,261.90250000000003,266.4640245824,4.039837178255046,261.2975,267.43,255.365,309969420.9863122,0.463075704319109,-168645.5081233937,929.0168670002361
2019-11-04,256.738,24.489803443547245,-0.038794459004118376,0.03928270985741483,0.013094236619138278,-389855895.0,260.61859,0.9851100798296852,259.85787150282545,0.9920603749127284,-2.3597641779499554,130.2471548832197,387.8431022596374,0.49104361464174273,31.330940337826462,-35.1433333403214,261.8347737808004,-0.48863313441318457,-0.2071964368891447,23.845506031370693,-139.62542060708418,1.1129999999999995,-58.102267041176674,261.65250000000003,265.79808310745597,3.8823534604295444,260.363,265.78,255.365,328560441.18915147,0.4606371184707361,28609.632570361522,929.0168670002361
2019-11-01,255.063,19.22399030808998,-0.04025060204695963,0.0,0.013094236619138278,-427637229.0,259.54889,0.9827165895411843,258.9860766841299,0.9891519245351645,-2.48026262166303,129.26186916893403,386.85781654535174,0.48836611022935195,29.814803249495768,-36.01391945776554,260.51521050810516,-0.5694726166328583,-0.21395832443881174,23.912140964073732,-181.65086269795086,2.34699999999998,-59.005080650430465,258.525,265.1720981210086,4.32811811438659,259.2416666666667,264.88,249.16,365114021.35163283,0.48614396209189586,-209344.67185214593,929.0168670002361
